@relation class
@attribute sex { Female,Male }
@attribute age_cat { 25-55,Over45,Under25 }
@attribute race { African-American,Asian,Caucasian,Hispanic,'Native American',Other }
@attribute priors_count { 0-2,2-4,4-8,<0,≥8 }
@attribute days_b_screening_arrest { 0-2,14-52,2-14,<0,≥52 }
@attribute c_charge_degree { F,M }
@attribute is_recid { 0,1 }
@attribute is_violent_recid { 0,1 }
@attribute two_year_recid { 0,1 }
@attribute length_of_stay { 0-2,2-6,6-34,<0,≥34 }
@attribute class { High,Medium-Low }
@data
Male,25-55,Hispanic,0-2,<0,F,0,0,0,≥34,Medium-Low
Male,25-55,Caucasian,<0,<0,F,0,0,0,0-2,Medium-Low
Male,Under25,African-American,0-2,0-2,F,1,0,0,0-2,Medium-Low
Male,Under25,Caucasian,2-4,0-2,M,1,0,1,<0,Medium-Low
Male,Over45,African-American,≥8,0-2,F,0,0,0,<0,High
Male,Under25,African-American,4-8,0-2,F,1,0,1,≥34,High
Male,Under25,African-American,<0,0-2,F,1,0,1,6-34,Medium-Low
Male,25-55,Caucasian,0-2,<0,M,0,0,0,<0,Medium-Low
Female,Over45,Caucasian,0-2,0-2,M,1,0,1,<0,Medium-Low
Male,25-55,Caucasian,<0,0-2,F,1,0,1,6-34,High
Male,25-55,African-American,4-8,0-2,F,1,0,1,≥34,High
Female,Over45,Caucasian,0-2,0-2,M,0,0,0,<0,Medium-Low
Female,Under25,African-American,<0,0-2,F,0,0,0,0-2,Medium-Low
Male,25-55,African-American,0-2,2-14,F,0,0,0,2-6,Medium-Low
Male,25-55,African-American,0-2,0-2,M,0,0,0,0-2,Medium-Low
Male,Under25,Caucasian,0-2,14-52,M,0,0,0,≥34,Medium-Low
Male,25-55,African-American,4-8,0-2,F,1,0,1,0-2,High
Male,Under25,African-American,4-8,0-2,F,1,1,1,≥34,High
Male,Under25,Caucasian,2-4,2-14,M,0,0,0,2-6,High
Male,25-55,African-American,≥8,0-2,F,1,0,1,6-34,High
Male,25-55,African-American,2-4,0-2,F,0,0,0,2-6,Medium-Low
Male,Over45,African-American,2-4,0-2,F,0,0,0,<0,Medium-Low
Male,Over45,African-American,0-2,0-2,F,0,0,0,<0,Medium-Low
Male,25-55,African-American,4-8,0-2,F,1,0,0,0-2,Medium-Low
Male,Over45,Caucasian,≥8,0-2,F,1,1,1,≥34,High
Female,Over45,Caucasian,<0,<0,M,0,0,0,<0,Medium-Low
Male,25-55,African-American,≥8,0-2,F,1,0,1,6-34,High
Male,25-55,African-American,4-8,<0,F,1,0,0,≥34,High
Male,25-55,Caucasian,2-4,<0,M,0,0,0,<0,Medium-Low
Female,25-55,Hispanic,<0,0-2,F,0,0,0,2-6,Medium-Low
Male,Over45,Caucasian,4-8,≥52,F,1,0,1,≥34,High
Male,25-55,African-American,≥8,0-2,F,1,0,1,<0,High
Male,25-55,African-American,2-4,0-2,F,0,0,0,0-2,Medium-Low
Male,Under25,African-American,<0,<0,M,1,0,1,6-34,High
Male,25-55,African-American,4-8,14-52,F,0,0,0,<0,High
Male,25-55,Caucasian,<0,<0,F,0,0,0,<0,Medium-Low
Male,Over45,Caucasian,2-4,≥52,F,0,0,0,<0,Medium-Low
Male,Over45,African-American,4-8,0-2,F,0,0,0,6-34,Medium-Low
Male,25-55,African-American,≥8,0-2,F,1,1,1,≥34,High
Male,Over45,Caucasian,4-8,0-2,F,1,0,1,6-34,Medium-Low
Male,25-55,African-American,2-4,<0,F,0,0,0,0-2,Medium-Low
Male,Over45,Other,4-8,0-2,F,0,0,0,0-2,Medium-Low
Male,Under25,Hispanic,0-2,2-14,M,0,0,0,2-6,Medium-Low
Female,25-55,Caucasian,<0,2-14,M,0,0,0,<0,Medium-Low
Male,Over45,Caucasian,<0,0-2,M,0,0,0,<0,Medium-Low
Female,Under25,African-American,<0,<0,F,0,0,0,<0,High
Female,25-55,African-American,0-2,14-52,F,1,0,1,<0,Medium-Low
Male,Over45,African-American,≥8,0-2,F,0,0,0,≥34,Medium-Low
Male,25-55,Caucasian,<0,<0,M,1,0,1,<0,Medium-Low
Male,Under25,Hispanic,<0,<0,M,0,0,0,<0,Medium-Low
Male,Under25,Caucasian,<0,0-2,F,0,0,0,0-2,Medium-Low
Female,Over45,Caucasian,2-4,14-52,M,0,0,0,0-2,Medium-Low
Male,25-55,African-American,4-8,<0,M,1,0,1,0-2,Medium-Low
Male,Under25,Caucasian,0-2,0-2,F,1,0,1,<0,Medium-Low
Male,25-55,African-American,≥8,0-2,F,1,0,1,2-6,Medium-Low
Male,25-55,Other,0-2,0-2,F,0,0,0,2-6,Medium-Low
Male,Under25,African-American,<0,<0,F,1,0,1,<0,High
Male,25-55,Caucasian,<0,<0,M,1,1,1,2-6,Medium-Low
Male,25-55,African-American,≥8,≥52,F,0,0,0,≥34,High
Male,Over45,African-American,≥8,0-2,M,1,0,1,≥34,High
Male,Under25,African-American,2-4,0-2,F,0,0,0,≥34,High
Male,Over45,Hispanic,0-2,<0,M,1,0,1,<0,Medium-Low
Male,25-55,Caucasian,<0,<0,F,0,0,0,<0,Medium-Low
Male,Over45,African-American,0-2,0-2,F,1,0,1,6-34,Medium-Low
Male,25-55,Caucasian,2-4,14-52,M,0,0,0,0-2,Medium-Low
Male,25-55,African-American,2-4,<0,F,0,0,0,6-34,Medium-Low
Male,Under25,Caucasian,2-4,<0,F,1,0,1,<0,High
Male,25-55,Caucasian,<0,0-2,F,0,0,0,0-2,Medium-Low
Male,25-55,African-American,2-4,0-2,F,0,0,0,<0,Medium-Low
Female,Under25,African-American,2-4,0-2,F,1,0,1,0-2,High
Male,Under25,Caucasian,0-2,0-2,F,1,0,1,6-34,High
Male,25-55,Caucasian,2-4,0-2,M,0,0,0,<0,Medium-Low
Female,Under25,Caucasian,<0,<0,F,0,0,0,<0,Medium-Low
Male,25-55,Caucasian,<0,<0,M,0,0,0,<0,Medium-Low
Male,25-55,Hispanic,2-4,0-2,F,1,1,1,<0,Medium-Low
Male,Under25,African-American,0-2,0-2,F,1,0,1,0-2,High
Male,25-55,Hispanic,2-4,≥52,M,1,1,1,0-2,Medium-Low
Male,Under25,African-American,0-2,0-2,M,1,1,1,0-2,Medium-Low
Male,Over45,Caucasian,4-8,0-2,F,0,0,0,0-2,Medium-Low
Female,Over45,African-American,2-4,<0,F,0,0,0,0-2,Medium-Low
Male,25-55,African-American,0-2,<0,M,0,0,0,2-6,Medium-Low
Male,25-55,African-American,4-8,0-2,F,0,0,0,0-2,Medium-Low
Male,Under25,Caucasian,<0,0-2,M,0,0,0,<0,Medium-Low
Male,Over45,African-American,≥8,≥52,F,0,0,0,≥34,Medium-Low
Female,Over45,African-American,2-4,0-2,F,1,0,1,6-34,High
Male,25-55,Caucasian,<0,0-2,M,1,0,1,2-6,Medium-Low
Male,Under25,Other,<0,0-2,F,1,1,1,6-34,High
Male,25-55,African-American,≥8,0-2,M,1,1,1,0-2,High
Female,Over45,African-American,≥8,≥52,F,0,0,0,≥34,High
Male,25-55,African-American,0-2,0-2,M,1,0,1,6-34,Medium-Low
Male,25-55,African-American,2-4,<0,F,1,0,1,0-2,Medium-Low
Male,Over45,Caucasian,4-8,0-2,F,1,0,1,0-2,Medium-Low
Male,25-55,Caucasian,0-2,<0,F,1,1,1,2-6,Medium-Low
Female,25-55,'Native American',4-8,≥52,F,1,0,1,≥34,High
Male,Over45,African-American,4-8,0-2,F,1,0,1,≥34,Medium-Low
Male,25-55,African-American,≥8,0-2,F,1,1,1,<0,High
Male,25-55,African-American,4-8,0-2,F,0,0,0,0-2,High
Male,Over45,Caucasian,2-4,2-14,F,0,0,0,2-6,Medium-Low
Male,25-55,African-American,<0,<0,F,0,0,0,0-2,Medium-Low
Male,Under25,African-American,4-8,0-2,F,1,1,0,<0,Medium-Low
Male,Over45,African-American,≥8,0-2,F,1,0,1,2-6,High
Male,25-55,African-American,≥8,0-2,F,1,0,1,6-34,High
Female,Under25,African-American,4-8,0-2,F,1,0,1,6-34,High
Male,Over45,African-American,2-4,14-52,M,0,0,0,<0,Medium-Low
Male,Over45,African-American,≥8,0-2,M,1,0,1,2-6,Medium-Low
Male,Under25,Caucasian,0-2,<0,M,1,0,1,<0,Medium-Low
Male,25-55,African-American,0-2,0-2,M,0,0,0,<0,Medium-Low
Male,Under25,African-American,0-2,<0,F,1,1,1,2-6,High
Male,Over45,Caucasian,<0,<0,F,0,0,0,≥34,Medium-Low
Male,Under25,Hispanic,<0,<0,F,0,0,0,0-2,High
Male,25-55,Caucasian,2-4,14-52,F,0,0,0,2-6,Medium-Low
Male,Over45,Caucasian,2-4,0-2,F,0,0,0,<0,Medium-Low
Male,25-55,Caucasian,4-8,0-2,F,1,0,1,0-2,Medium-Low
Male,Over45,Caucasian,<0,2-14,F,0,0,0,<0,Medium-Low
Male,25-55,Hispanic,4-8,0-2,F,1,0,1,6-34,Medium-Low
Male,Over45,Caucasian,0-2,2-14,F,1,0,1,<0,Medium-Low
Male,25-55,Asian,<0,0-2,F,0,0,0,≥34,Medium-Low
Male,Over45,Hispanic,0-2,2-14,F,0,0,0,6-34,Medium-Low
Male,25-55,Hispanic,2-4,14-52,M,0,0,0,<0,Medium-Low
Female,Under25,Caucasian,4-8,<0,F,1,1,1,2-6,High
Male,Under25,Caucasian,2-4,0-2,M,1,1,1,6-34,High
Male,25-55,African-American,2-4,0-2,M,0,0,0,<0,High
Male,Over45,Asian,4-8,<0,F,1,0,1,6-34,High
Male,25-55,African-American,0-2,0-2,F,0,0,0,0-2,Medium-Low
Female,25-55,Caucasian,<0,0-2,M,0,0,0,0-2,Medium-Low
Male,25-55,Caucasian,4-8,14-52,F,1,0,1,6-34,High
Male,25-55,Caucasian,<0,<0,M,1,1,1,0-2,Medium-Low
Male,Over45,African-American,<0,0-2,M,0,0,0,0-2,Medium-Low
Male,25-55,African-American,4-8,0-2,F,1,1,1,6-34,Medium-Low
Female,Over45,Caucasian,<0,2-14,M,0,0,0,<0,Medium-Low
Male,25-55,African-American,<0,<0,F,0,0,0,0-2,Medium-Low
Female,Under25,Hispanic,2-4,14-52,F,1,0,1,6-34,Medium-Low
Male,25-55,African-American,4-8,≥52,F,1,1,1,6-34,High
Male,25-55,Caucasian,0-2,0-2,M,1,0,1,0-2,Medium-Low
Male,25-55,Hispanic,4-8,0-2,F,1,0,1,0-2,Medium-Low
Male,Over45,Hispanic,≥8,0-2,F,0,0,0,6-34,Medium-Low
Male,Over45,African-American,≥8,<0,F,1,0,1,6-34,Medium-Low
Male,25-55,Caucasian,2-4,<0,F,0,0,0,<0,Medium-Low
Male,Over45,Caucasian,0-2,0-2,M,0,0,0,0-2,Medium-Low
Male,25-55,Caucasian,0-2,<0,F,0,0,0,≥34,Medium-Low
Male,25-55,African-American,0-2,0-2,F,0,0,0,<0,High
Male,Over45,Caucasian,4-8,0-2,M,0,0,0,<0,Medium-Low
Female,25-55,African-American,≥8,≥52,M,0,0,0,0-2,Medium-Low
Male,Over45,Other,≥8,<0,F,0,0,0,0-2,Medium-Low
Female,25-55,African-American,<0,0-2,M,0,0,0,0-2,Medium-Low
Female,Over45,Caucasian,<0,<0,M,0,0,0,<0,Medium-Low
Male,25-55,Hispanic,4-8,0-2,M,0,0,0,≥34,Medium-Low
Male,25-55,Other,2-4,0-2,M,0,0,0,0-2,Medium-Low
Male,25-55,African-American,2-4,<0,M,0,0,0,<0,Medium-Low
Female,25-55,African-American,4-8,0-2,F,0,0,0,≥34,Medium-Low
Male,25-55,Other,<0,<0,M,0,0,0,0-2,Medium-Low
Male,Over45,African-American,≥8,0-2,F,1,0,1,≥34,High
Male,25-55,African-American,4-8,0-2,F,1,0,1,2-6,Medium-Low
Male,Under25,Caucasian,<0,<0,F,0,0,0,0-2,Medium-Low
Male,Over45,Caucasian,0-2,0-2,F,1,0,1,≥34,High
Male,Over45,African-American,<0,≥52,M,1,1,1,≥34,High
Male,Over45,African-American,4-8,<0,M,0,0,0,0-2,Medium-Low
Male,Under25,African-American,<0,<0,F,1,0,1,<0,Medium-Low
Male,25-55,Caucasian,4-8,2-14,F,1,0,1,2-6,Medium-Low
Male,Under25,Caucasian,<0,0-2,F,0,0,0,6-34,Medium-Low
Male,Under25,Caucasian,<0,0-2,M,0,0,0,0-2,High
Male,25-55,Caucasian,4-8,0-2,F,1,0,0,0-2,Medium-Low
Male,25-55,African-American,0-2,0-2,M,1,0,1,<0,Medium-Low
Male,25-55,African-American,<0,0-2,F,0,0,0,<0,Medium-Low
Male,25-55,African-American,4-8,0-2,F,1,0,1,2-6,Medium-Low
Male,25-55,Caucasian,0-2,2-14,F,1,1,1,<0,Medium-Low
Male,Under25,Caucasian,<0,0-2,F,1,0,1,0-2,Medium-Low
Male,25-55,Other,0-2,0-2,F,0,0,0,2-6,Medium-Low
Male,25-55,Caucasian,<0,<0,F,0,0,0,<0,Medium-Low
Male,25-55,Hispanic,≥8,<0,F,0,0,0,<0,High
Male,25-55,African-American,<0,0-2,F,0,0,0,2-6,High
Male,25-55,African-American,≥8,0-2,F,1,0,1,0-2,High
Male,Under25,Caucasian,≥8,14-52,M,1,1,1,6-34,High
Male,Under25,Caucasian,4-8,≥52,F,1,0,1,≥34,High
Male,Under25,Hispanic,<0,0-2,F,1,0,1,<0,Medium-Low
Male,Over45,Caucasian,0-2,<0,M,0,0,0,<0,Medium-Low
Male,25-55,African-American,4-8,0-2,F,1,0,1,0-2,High
Male,25-55,Hispanic,2-4,2-14,M,1,0,1,2-6,Medium-Low
Male,Over45,Caucasian,2-4,0-2,F,1,0,1,<0,Medium-Low
Male,25-55,African-American,0-2,<0,M,0,0,0,<0,Medium-Low
Male,25-55,African-American,<0,0-2,F,0,0,0,<0,Medium-Low
Male,Under25,Caucasian,2-4,0-2,F,0,0,0,<0,Medium-Low
Female,Over45,Hispanic,0-2,0-2,F,0,0,0,<0,Medium-Low
Male,25-55,African-American,≥8,0-2,F,0,0,0,0-2,Medium-Low
Male,Over45,African-American,4-8,0-2,F,0,0,0,≥34,Medium-Low
Male,25-55,African-American,2-4,0-2,F,1,0,0,0-2,Medium-Low
Female,Over45,Other,<0,0-2,F,0,0,0,6-34,Medium-Low
Male,25-55,African-American,2-4,0-2,F,1,0,1,2-6,Medium-Low
Male,Under25,African-American,2-4,<0,F,1,1,1,0-2,Medium-Low
Male,Over45,Caucasian,0-2,2-14,M,0,0,0,2-6,Medium-Low
Male,Under25,African-American,2-4,2-14,F,1,1,1,6-34,High
Male,Over45,African-American,2-4,0-2,M,0,0,0,<0,Medium-Low
Male,25-55,African-American,<0,0-2,F,0,0,0,6-34,Medium-Low
Male,25-55,Caucasian,0-2,2-14,F,0,0,0,2-6,Medium-Low
Male,25-55,African-American,≥8,0-2,F,1,1,1,0-2,High
Female,25-55,African-American,<0,<0,M,0,0,0,0-2,Medium-Low
Male,Under25,African-American,0-2,<0,F,0,0,0,<0,Medium-Low
Male,25-55,Caucasian,2-4,2-14,F,1,0,1,6-34,Medium-Low
Male,25-55,Caucasian,4-8,<0,F,0,0,0,<0,Medium-Low
Male,Under25,Hispanic,≥8,<0,F,0,0,0,0-2,High
Male,25-55,African-American,4-8,<0,M,1,0,1,≥34,Medium-Low
Male,25-55,Caucasian,≥8,<0,M,0,0,0,≥34,Medium-Low
Female,25-55,African-American,4-8,0-2,F,1,1,1,0-2,Medium-Low
Male,25-55,Caucasian,<0,<0,M,0,0,0,<0,Medium-Low
Male,25-55,African-American,≥8,<0,F,1,0,0,<0,High
Male,25-55,Hispanic,4-8,<0,F,0,0,0,0-2,Medium-Low
Female,25-55,African-American,<0,0-2,M,0,0,0,<0,Medium-Low
Male,Under25,Caucasian,0-2,0-2,F,0,0,0,<0,Medium-Low
Male,Over45,Hispanic,0-2,2-14,F,0,0,0,6-34,Medium-Low
Female,Over45,Caucasian,2-4,<0,M,1,0,1,<0,Medium-Low
Male,Over45,Caucasian,4-8,0-2,F,1,0,1,0-2,Medium-Low
Male,25-55,Caucasian,≥8,≥52,F,1,0,1,6-34,Medium-Low
Male,Over45,Caucasian,<0,<0,M,1,0,1,<0,Medium-Low
Female,Over45,Caucasian,<0,0-2,M,0,0,0,0-2,Medium-Low
Male,25-55,African-American,4-8,0-2,F,1,1,1,0-2,Medium-Low
Female,Under25,Caucasian,<0,<0,M,0,0,0,0-2,Medium-Low
Male,Under25,Caucasian,0-2,0-2,M,0,0,0,6-34,Medium-Low
Male,25-55,Other,<0,0-2,M,1,0,1,0-2,Medium-Low
Male,Under25,African-American,≥8,≥52,F,1,0,1,6-34,High
Male,25-55,Hispanic,<0,0-2,M,0,0,0,<0,Medium-Low
Male,25-55,Other,0-2,0-2,F,0,0,0,<0,Medium-Low
Male,Under25,African-American,4-8,≥52,F,1,0,1,≥34,High
Male,25-55,African-American,4-8,≥52,F,1,0,0,≥34,High
Male,25-55,African-American,<0,0-2,M,1,1,0,<0,Medium-Low
Female,Under25,Caucasian,<0,0-2,F,0,0,0,2-6,High
Male,25-55,African-American,<0,0-2,M,0,0,0,0-2,Medium-Low
Male,Under25,Hispanic,<0,0-2,M,1,0,1,0-2,Medium-Low
Male,25-55,Hispanic,0-2,14-52,F,0,0,0,<0,Medium-Low
Female,Under25,Caucasian,<0,<0,F,0,0,0,<0,Medium-Low
Male,Under25,African-American,0-2,0-2,F,0,0,0,<0,Medium-Low
Male,25-55,African-American,2-4,14-52,M,1,0,1,6-34,High
Male,25-55,African-American,2-4,0-2,M,1,1,1,2-6,High
Male,Over45,African-American,≥8,≥52,F,1,0,1,≥34,Medium-Low
Male,25-55,African-American,<0,0-2,F,0,0,0,0-2,Medium-Low
Male,Under25,African-American,≥8,<0,F,1,1,1,<0,High
Female,25-55,African-American,0-2,0-2,F,0,0,0,<0,Medium-Low
Male,25-55,Hispanic,0-2,2-14,M,1,0,1,≥34,High
Male,25-55,African-American,0-2,<0,M,0,0,0,<0,High
Male,25-55,Caucasian,4-8,0-2,F,1,1,1,≥34,Medium-Low
Male,25-55,African-American,0-2,0-2,M,0,0,0,<0,Medium-Low
Female,Over45,Caucasian,<0,<0,M,0,0,0,<0,Medium-Low
Male,25-55,Caucasian,2-4,2-14,M,0,0,0,0-2,Medium-Low
Male,25-55,African-American,4-8,<0,M,1,0,1,0-2,High
Male,25-55,Caucasian,<0,<0,F,0,0,0,<0,Medium-Low
Male,Under25,African-American,<0,0-2,F,1,0,1,<0,High
Male,25-55,Hispanic,0-2,14-52,M,0,0,0,≥34,Medium-Low
Male,25-55,African-American,4-8,0-2,F,1,1,1,6-34,Medium-Low
Male,Over45,Caucasian,<0,<0,M,0,0,0,<0,Medium-Low
Male,25-55,Hispanic,4-8,0-2,F,1,1,1,<0,Medium-Low
Male,25-55,Caucasian,2-4,14-52,M,1,0,1,6-34,Medium-Low
Male,25-55,African-American,≥8,<0,F,0,0,0,<0,Medium-Low
Male,25-55,African-American,4-8,0-2,M,0,0,0,<0,High
Male,Over45,African-American,≥8,<0,M,1,0,1,2-6,Medium-Low
Female,Under25,Caucasian,2-4,0-2,F,0,0,0,2-6,High
Female,Under25,African-American,<0,0-2,M,0,0,0,6-34,Medium-Low
Female,Under25,Caucasian,2-4,2-14,F,1,0,1,6-34,High
Male,25-55,African-American,0-2,14-52,M,0,0,0,0-2,Medium-Low
Male,25-55,African-American,<0,<0,M,0,0,0,<0,Medium-Low
Male,Over45,African-American,≥8,0-2,F,1,0,1,0-2,Medium-Low
Male,Under25,African-American,4-8,≥52,F,1,1,1,<0,High
Male,25-55,Hispanic,<0,<0,M,0,0,0,<0,Medium-Low
Male,Under25,African-American,4-8,0-2,F,1,0,1,2-6,High
Male,25-55,Caucasian,2-4,0-2,F,1,0,1,0-2,High
Male,25-55,Caucasian,4-8,<0,M,0,0,0,0-2,High
Male,25-55,Caucasian,0-2,0-2,F,0,0,0,0-2,Medium-Low
Male,Under25,Caucasian,2-4,0-2,F,1,0,1,6-34,Medium-Low
Male,25-55,African-American,<0,0-2,F,0,0,0,0-2,Medium-Low
Male,25-55,African-American,≥8,<0,F,1,0,1,<0,High
Female,25-55,Caucasian,<0,<0,F,1,0,1,0-2,Medium-Low
Male,Under25,Other,<0,0-2,F,0,0,0,6-34,High
Female,Over45,African-American,4-8,14-52,F,1,1,1,0-2,Medium-Low
Female,Over45,Caucasian,<0,0-2,M,1,0,1,0-2,Medium-Low
Male,Under25,African-American,<0,0-2,F,0,0,0,<0,Medium-Low
Female,Under25,African-American,<0,0-2,F,0,0,0,0-2,High
Male,25-55,African-American,<0,0-2,F,0,0,0,2-6,Medium-Low
Male,Under25,Caucasian,0-2,14-52,F,1,0,1,≥34,High
Male,Under25,Caucasian,2-4,14-52,F,1,1,1,6-34,Medium-Low
Male,25-55,Caucasian,2-4,≥52,F,1,0,1,≥34,Medium-Low
Male,25-55,African-American,≥8,0-2,F,1,0,1,0-2,High
Female,25-55,African-American,≥8,0-2,F,0,0,0,<0,Medium-Low
Female,Over45,Caucasian,0-2,<0,F,0,0,0,0-2,Medium-Low
Male,Under25,African-American,4-8,≥52,F,0,0,0,≥34,High
Male,25-55,Caucasian,2-4,2-14,F,1,0,1,2-6,Medium-Low
Male,25-55,African-American,<0,0-2,F,1,0,1,0-2,High
Male,Under25,African-American,0-2,0-2,F,1,0,1,0-2,Medium-Low
Female,25-55,African-American,≥8,≥52,F,1,0,1,≥34,Medium-Low
Male,25-55,African-American,≥8,0-2,F,1,1,1,2-6,High
Male,25-55,Caucasian,0-2,0-2,F,1,1,1,<0,Medium-Low
Male,25-55,African-American,≥8,<0,F,1,0,1,≥34,High
Male,Over45,African-American,≥8,0-2,F,0,0,0,0-2,High
Male,Under25,African-American,2-4,0-2,F,0,0,0,<0,High
Male,25-55,African-American,0-2,0-2,M,1,1,1,≥34,High
Male,Under25,Hispanic,2-4,14-52,M,1,0,1,6-34,Medium-Low
Male,Over45,African-American,2-4,14-52,M,1,1,1,2-6,Medium-Low
Male,25-55,African-American,<0,0-2,M,0,0,0,0-2,Medium-Low
Female,25-55,African-American,<0,0-2,F,0,0,0,0-2,Medium-Low
Male,Over45,Caucasian,0-2,2-14,M,0,0,0,0-2,Medium-Low
Male,Over45,Hispanic,<0,0-2,F,0,0,0,0-2,Medium-Low
Male,Under25,African-American,<0,0-2,F,0,0,0,<0,Medium-Low
Male,25-55,African-American,≥8,0-2,F,0,0,0,0-2,Medium-Low
Male,25-55,Other,4-8,0-2,M,1,1,1,<0,High
Male,25-55,Caucasian,4-8,14-52,F,0,0,0,6-34,Medium-Low
Male,25-55,African-American,2-4,0-2,M,0,0,0,<0,High
Male,Over45,Other,<0,<0,F,0,0,0,0-2,Medium-Low
Female,25-55,African-American,<0,<0,M,0,0,0,0-2,Medium-Low
Female,Over45,Caucasian,2-4,14-52,F,0,0,0,6-34,Medium-Low
Male,25-55,African-American,<0,0-2,M,0,0,0,0-2,Medium-Low
Male,25-55,African-American,<0,0-2,M,1,1,1,<0,High
Male,Over45,African-American,≥8,0-2,F,1,0,1,2-6,High
Male,Under25,African-American,2-4,<0,F,0,0,0,≥34,High
Female,25-55,Caucasian,<0,0-2,M,0,0,0,<0,Medium-Low
Female,25-55,Caucasian,≥8,2-14,F,1,0,1,2-6,High
Male,25-55,Hispanic,4-8,2-14,F,1,0,1,<0,High
Male,Under25,African-American,2-4,<0,M,1,1,1,≥34,High
Male,25-55,African-American,2-4,0-2,F,0,0,0,<0,Medium-Low
Male,Under25,Asian,<0,0-2,F,1,1,1,<0,Medium-Low
Male,Over45,Caucasian,2-4,2-14,F,1,0,1,<0,Medium-Low
Male,25-55,African-American,≥8,≥52,F,1,0,1,6-34,High
Female,25-55,African-American,2-4,14-52,F,0,0,0,0-2,Medium-Low
Male,25-55,African-American,4-8,0-2,F,0,0,0,2-6,High
Male,25-55,African-American,4-8,0-2,M,0,0,0,2-6,Medium-Low
Male,25-55,African-American,0-2,0-2,M,0,0,0,<0,Medium-Low
Male,25-55,African-American,≥8,0-2,F,1,0,1,0-2,High
Male,Over45,Caucasian,2-4,2-14,F,0,0,0,<0,Medium-Low
Male,25-55,African-American,2-4,0-2,M,1,0,1,0-2,Medium-Low
Male,Under25,African-American,2-4,≥52,F,0,0,0,≥34,High
Male,25-55,African-American,4-8,≥52,F,1,1,1,≥34,High
Male,Over45,Caucasian,2-4,<0,F,1,0,1,2-6,Medium-Low
Male,Over45,African-American,≥8,<0,F,1,0,1,6-34,High
Male,25-55,African-American,2-4,0-2,M,0,0,0,2-6,Medium-Low
Male,Under25,African-American,0-2,0-2,M,0,0,0,0-2,Medium-Low
Male,25-55,African-American,0-2,0-2,F,0,0,0,0-2,Medium-Low
Male,Over45,African-American,<0,0-2,F,0,0,0,0-2,Medium-Low
Male,25-55,African-American,4-8,<0,F,0,0,0,0-2,Medium-Low
Male,25-55,African-American,≥8,2-14,M,1,0,1,2-6,Medium-Low
Male,25-55,African-American,≥8,<0,F,1,1,1,<0,High
Male,25-55,Caucasian,0-2,0-2,F,0,0,0,0-2,Medium-Low
Female,Over45,Caucasian,≥8,<0,F,1,0,1,≥34,Medium-Low
Male,Over45,Caucasian,0-2,2-14,F,0,0,0,2-6,Medium-Low
Male,25-55,African-American,≥8,14-52,F,0,0,0,≥34,Medium-Low
Male,25-55,African-American,<0,0-2,F,0,0,0,0-2,Medium-Low
Male,Under25,Hispanic,<0,<0,M,0,0,0,<0,Medium-Low
Female,Over45,Caucasian,2-4,0-2,F,0,0,0,6-34,High
Male,Under25,African-American,<0,0-2,F,1,0,1,0-2,Medium-Low
Male,25-55,African-American,4-8,0-2,F,1,1,1,<0,Medium-Low
Male,25-55,African-American,0-2,0-2,M,0,0,0,<0,Medium-Low
Male,Over45,African-American,≥8,0-2,F,1,0,1,≥34,High
Male,Over45,African-American,<0,0-2,M,0,0,0,0-2,Medium-Low
Male,Under25,African-American,0-2,0-2,F,0,0,0,<0,Medium-Low
Male,25-55,Caucasian,0-2,<0,F,1,1,1,6-34,Medium-Low
Male,Over45,Caucasian,<0,0-2,F,0,0,0,2-6,Medium-Low
Male,25-55,Caucasian,<0,<0,M,1,0,1,0-2,Medium-Low
Male,Under25,Hispanic,0-2,2-14,F,0,0,0,2-6,High
Male,Under25,Caucasian,<0,0-2,M,0,0,0,0-2,Medium-Low
Male,25-55,Caucasian,<0,0-2,F,1,1,1,<0,Medium-Low
Male,Over45,Caucasian,<0,0-2,M,0,0,0,2-6,Medium-Low
Male,25-55,Caucasian,2-4,14-52,M,0,0,0,<0,Medium-Low
Male,Under25,Caucasian,0-2,0-2,F,0,0,0,<0,Medium-Low
Female,25-55,Hispanic,0-2,0-2,F,0,0,0,0-2,Medium-Low
Male,Under25,African-American,<0,<0,F,0,0,0,<0,High
Male,25-55,Caucasian,≥8,≥52,F,1,0,1,≥34,Medium-Low
Male,25-55,Caucasian,0-2,0-2,F,0,0,0,<0,Medium-Low
Male,Under25,Caucasian,0-2,0-2,F,1,0,1,0-2,Medium-Low
Male,Over45,African-American,<0,0-2,F,1,0,1,2-6,Medium-Low
Female,25-55,African-American,4-8,0-2,F,1,0,1,<0,High
Male,Over45,African-American,2-4,<0,F,0,0,0,0-2,Medium-Low
Female,Over45,Caucasian,0-2,≥52,F,0,0,0,6-34,Medium-Low
Male,Under25,African-American,4-8,0-2,F,1,1,1,6-34,High
Male,Under25,African-American,<0,<0,F,0,0,0,0-2,High
Male,25-55,African-American,<0,0-2,F,0,0,0,0-2,Medium-Low
Male,Under25,African-American,<0,2-14,F,0,0,0,<0,Medium-Low
Male,Over45,African-American,≥8,<0,F,0,0,0,2-6,High
Male,25-55,African-American,≥8,<0,F,1,0,1,2-6,High
Male,Under25,African-American,<0,<0,F,0,0,0,<0,Medium-Low
Female,Under25,Caucasian,<0,0-2,M,0,0,0,2-6,Medium-Low
Male,25-55,Other,<0,0-2,F,0,0,0,6-34,Medium-Low
